date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:02:02	4723/4723	---M--	200	added ('OK')	image/jpeg	etag:%22a2aecf173ee6d51:0%22	http://www.karneltravelguide.somee.com/images/team-member-2.jpg	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/images/team-member-2.jpg	(from http://www.karneltravelguide.somee.com/)
09:02:04	7595/7595	---M--	200	added ('OK')	image/jpeg	etag:%22a2aecf173ee6d51:0%22	http://www.karneltravelguide.somee.com/images/team-member-3.jpg	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/images/team-member-3.jpg	(from http://www.karneltravelguide.somee.com/)
09:02:06	74338/74338	---M--	200	added ('OK')	image/jpeg	etag:%224799bc173ee6d51:0%22	http://www.karneltravelguide.somee.com/images/mas-gallery-7.jpg	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/images/mas-gallery-7.jpg	(from http://www.karneltravelguide.somee.com/)
09:02:06	4760/4760	---M--	200	added ('OK')	image/jpeg	etag:%22a2aecf173ee6d51:0%22	http://www.karneltravelguide.somee.com/images/team-member-4.jpg	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/images/team-member-4.jpg	(from http://www.karneltravelguide.somee.com/)
09:02:08	38730/38730	---M--	200	added ('OK')	text/html	date:Wed,%2023%20Feb%202022%2002:02:06%20GMT	http://www.karneltravelguide.somee.com/Register/Registration	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/Register/Registration.html	(from http://www.karneltravelguide.somee.com/)
09:02:08	6797/6797	---M--	200	added ('OK')	image/jpeg	etag:%22a2aecf173ee6d51:0%22	http://www.karneltravelguide.somee.com/images/team-member-5.jpg	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/images/team-member-5.jpg	(from http://www.karneltravelguide.somee.com/)
09:02:09	3129/3129	---M--	200	added ('OK')	image/jpeg	etag:%227dc1c3173ee6d51:0%22	http://www.karneltravelguide.somee.com/images/reviewer-1.jpg	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/images/reviewer-1.jpg	(from http://www.karneltravelguide.somee.com/)
09:02:09	4315/4315	---M--	200	added ('OK')	image/jpeg	etag:%227dc1c3173ee6d51:0%22	http://www.karneltravelguide.somee.com/images/reviewer-2.jpg	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/images/reviewer-2.jpg	(from http://www.karneltravelguide.somee.com/)
09:02:10	3130/3130	---M--	200	added ('OK')	image/jpeg	etag:%227dc1c3173ee6d51:0%22	http://www.karneltravelguide.somee.com/images/reviewer-3.jpg	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/images/reviewer-3.jpg	(from http://www.karneltravelguide.somee.com/)
09:02:11	100461/100461	---M--	200	added ('OK')	image/jpeg	etag:%2246fcbe173ee6d51:0%22	http://www.karneltravelguide.somee.com/images/mas-gallery-8.jpg	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/images/mas-gallery-8.jpg	(from http://www.karneltravelguide.somee.com/)
09:02:12	3724/3724	---M--	200	added ('OK')	text/xml	etag:%22286d2c48fdf4d51:0%22	http://www.karneltravelguide.somee.com/sitemap.xml	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/sitemap.xml	(from http://www.karneltravelguide.somee.com/)
09:02:15	29785/29785	---M--	200	added ('OK')	text/javascript	date:Wed,%2023%20Feb%202022%2002:02:10%20GMT	http://www.karneltravelguide.somee.com/bundles/jqueryval?v=MnOg6IEOn70hJy5AL_erbPyyKAb2p70aK8o8IGvwf201	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/bundles/jqueryval04bf	(from http://www.karneltravelguide.somee.com/)
09:02:16	178183/178183	---M--	200	added ('OK')	image/jpeg	etag:%224799bc173ee6d51:0%22	http://www.karneltravelguide.somee.com/images/mas-gallery-6.jpg	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/images/mas-gallery-6.jpg	(from http://www.karneltravelguide.somee.com/)
09:02:17	1780/1780	---M--	200	added ('OK')	application/javascript	etag:%2275e5d0233ee6d51:0%22	http://www.karneltravelguide.somee.com/js/jquery.colorpanel.js	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/js/jquery.colorpanel.js	(from http://www.karneltravelguide.somee.com/)
09:02:20	20225/20225	---M--	200	added ('OK')	application/javascript	etag:%2275e5d0233ee6d51:0%22	http://www.karneltravelguide.somee.com/js/jquery.magnific-popup.min.js	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/js/jquery.magnific-popup.min.js	(from http://www.karneltravelguide.somee.com/)
09:02:23	13776/13776	---M--	200	added ('OK')	application/javascript	etag:%22d082ce233ee6d51:0%22	http://www.karneltravelguide.somee.com/js/bootstrap-datepicker.js	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/js/bootstrap-datepicker.js	(from http://www.karneltravelguide.somee.com/)
09:02:23	93078/93078	---M--	200	added ('OK')	text/javascript	date:Wed,%2023%20Feb%202022%2002:02:10%20GMT	http://www.karneltravelguide.somee.com/bundles/jquery?v=FVs3ACwOLIVInrAl5sdzR2jrCDmVOWFbZMY6g6Q0ulE1	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/bundles/jqueryc061	(from http://www.karneltravelguide.somee.com/)
09:02:24	84349/84349	---M--	200	added ('OK')	application/javascript	etag:%2275e5d0233ee6d51:0%22	http://www.karneltravelguide.somee.com/js/jquery.min.js	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/js/jquery.min.js	(from http://www.karneltravelguide.somee.com/)
09:02:26	55338/55338	---M--	200	added ('OK')	application/javascript	etag:%2275e5d0233ee6d51:0%22	http://www.karneltravelguide.somee.com/js/jquery.flexslider.js	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/js/jquery.flexslider.js	(from http://www.karneltravelguide.somee.com/)
09:02:26	727/727	---M--	200	added ('OK')	application/javascript	etag:%22d082ce233ee6d51:0%22	http://www.karneltravelguide.somee.com/js/custom-gallery.js	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/js/custom-gallery.js	(from http://www.karneltravelguide.somee.com/)
09:02:27	2844/2844	---M--	200	added ('OK')	application/javascript	etag:%22d082ce233ee6d51:0%22	http://www.karneltravelguide.somee.com/js/custom-navigation.js	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/js/custom-navigation.js	(from http://www.karneltravelguide.somee.com/)
09:02:27	23936/23936	---M--	200	added ('OK')	application/javascript	etag:%2275e5d0233ee6d51:0%22	http://www.karneltravelguide.somee.com/js/owl.carousel.min.js	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/js/owl.carousel.min.js	(from http://www.karneltravelguide.somee.com/)
09:02:27	409/409	---M--	200	added ('OK')	application/javascript	etag:%22d082ce233ee6d51:0%22	http://www.karneltravelguide.somee.com/js/custom-flex.js	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/js/custom-flex.js	(from http://www.karneltravelguide.somee.com/)
09:02:27	37051/37051	---M--	200	added ('OK')	application/javascript	etag:%22d082ce233ee6d51:0%22	http://www.karneltravelguide.somee.com/js/bootstrap.min.js	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/js/bootstrap.min.js	(from http://www.karneltravelguide.somee.com/)
09:02:27	6922/6922	---M--	200	added ('OK')	application/javascript	etag:%22d082ce233ee6d51:0%22	http://www.karneltravelguide.somee.com/js/custom-owl.js	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/js/custom-owl.js	(from http://www.karneltravelguide.somee.com/)
09:02:28	995/995	---M--	200	added ('OK')	application/javascript	etag:%22d082ce233ee6d51:0%22	http://www.karneltravelguide.somee.com/js/custom-date-picker.js	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/js/custom-date-picker.js	(from http://www.karneltravelguide.somee.com/)
09:02:31	77014/77014	---M--	200	added ('OK')	text/css	etag:%22242b8fe3de6d51:0%22	http://www.karneltravelguide.somee.com/Content/orange.css	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/Content/orange.css	(from http://www.karneltravelguide.somee.com/)
09:02:32	76546/76546	---M--	200	added ('OK')	text/css	etag:%22242b8fe3de6d51:0%22	http://www.karneltravelguide.somee.com/Content/lightblue.css	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/Content/lightblue.css	(from http://www.karneltravelguide.somee.com/)
09:02:33	76548/76548	---M--	200	added ('OK')	text/css	etag:%22242b8fe3de6d51:0%22	http://www.karneltravelguide.somee.com/Content/green.css	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/Content/green.css	(from http://www.karneltravelguide.somee.com/)
09:02:35	76540/76540	---M--	200	added ('OK')	text/css	etag:%223d8dafe3de6d51:0%22	http://www.karneltravelguide.somee.com/Content/red.css	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/Content/red.css	(from http://www.karneltravelguide.somee.com/)
09:02:36	76549/76549	---M--	200	added ('OK')	text/css	etag:%223d8dafe3de6d51:0%22	http://www.karneltravelguide.somee.com/Content/purple.css	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/Content/purple.css	(from http://www.karneltravelguide.somee.com/)
09:02:39	76544/76544	---M--	200	added ('OK')	text/css	etag:%2225c85fe3de6d51:0%22	http://www.karneltravelguide.somee.com/Content/egg-blue.css	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/Content/egg-blue.css	(from http://www.karneltravelguide.somee.com/)
09:02:39	76551/76551	---M--	200	added ('OK')	text/css	etag:%2225c85fe3de6d51:0%22	http://www.karneltravelguide.somee.com/Content/caribbean-green.css	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/Content/caribbean-green.css	(from http://www.karneltravelguide.somee.com/)
09:02:40	76549/76549	---M--	200	added ('OK')	text/css	etag:%227431fe3de6d51:0%22	http://www.karneltravelguide.somee.com/Content/atomic.css	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/Content/atomic.css	(from http://www.karneltravelguide.somee.com/)
09:02:41	76578/76578	---M--	200	added ('OK')	text/css	etag:%2225c85fe3de6d51:0%22	http://www.karneltravelguide.somee.com/Content/brown.css	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/Content/brown.css	(from http://www.karneltravelguide.somee.com/)
09:02:43	76600/76600	---M--	200	added ('OK')	text/css	etag:%22ec653fe3de6d51:0%22	http://www.karneltravelguide.somee.com/Content/blue-violet.css	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/Content/blue-violet.css	(from http://www.karneltravelguide.somee.com/)
09:02:44	76583/76583	---M--	200	added ('OK')	text/css	etag:%223d8dafe3de6d51:0%22	http://www.karneltravelguide.somee.com/Content/pink.css	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/Content/pink.css	(from http://www.karneltravelguide.somee.com/)
09:02:46	76574/76574	---M--	200	added ('OK')	text/css	etag:%223d8dafe3de6d51:0%22	http://www.karneltravelguide.somee.com/Content/pigment-green.css	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/Content/pigment-green.css	(from http://www.karneltravelguide.somee.com/)
09:02:47	3077/3077	---M--	200	added ('OK')	text/javascript	date:Wed,%2023%20Feb%202022%2002:02:44%20GMT	http://www.karneltravelguide.somee.com/bundles/jqueryajax?v=OogFi3g5HLuGIHAgSqPk_6zluJg3HjxNAuUL0uNC8a81	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/bundles/jqueryajax09b8	(from http://www.karneltravelguide.somee.com/)
09:02:48	4961/4961	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Feb%202022%2002:02:48%20GMT	http://www.karneltravelguide.somee.com/images/ui-icons_444444_256x240.html	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/images/ui-icons_444444_256x240.4a.delayed	(from http://www.karneltravelguide.somee.com/css?v=VUn2EfuWFw-6eiZyfpk8lqQRANnCaF8ZidT79FkcpyU1)
09:02:48	31069/31069	---M--	200	added ('OK')	text/javascript	date:Wed,%2023%20Feb%202022%2002:02:47%20GMT	http://www.karneltravelguide.somee.com/bundles/bootstrap?v=2Fz3B0iizV2NnnamQFrx-NbYJNTFeBJ2GM05SilbtQU1	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/bundles/bootstrap1b68	(from http://www.karneltravelguide.somee.com/)
09:02:49	4961/4961	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Feb%202022%2002:02:48%20GMT	http://www.karneltravelguide.somee.com/images/ui-icons_555555_256x240.html	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/images/ui-icons_555555_256x240.4b.delayed	(from http://www.karneltravelguide.somee.com/css?v=VUn2EfuWFw-6eiZyfpk8lqQRANnCaF8ZidT79FkcpyU1)
09:02:49	4961/4961	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Feb%202022%2002:02:49%20GMT	http://www.karneltravelguide.somee.com/images/ui-icons_ffffff_256x240.html	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/images/ui-icons_ffffff_256x240.4c.delayed	(from http://www.karneltravelguide.somee.com/css?v=VUn2EfuWFw-6eiZyfpk8lqQRANnCaF8ZidT79FkcpyU1)
09:02:50	4961/4961	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Feb%202022%2002:02:49%20GMT	http://www.karneltravelguide.somee.com/images/ui-icons_777620_256x240.html	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/images/ui-icons_777620_256x240.4d.delayed	(from http://www.karneltravelguide.somee.com/css?v=VUn2EfuWFw-6eiZyfpk8lqQRANnCaF8ZidT79FkcpyU1)
09:02:50	4961/4961	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Feb%202022%2002:02:49%20GMT	http://www.karneltravelguide.somee.com/images/ui-icons_cc0000_256x240.html	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/images/ui-icons_cc0000_256x240.4e.delayed	(from http://www.karneltravelguide.somee.com/css?v=VUn2EfuWFw-6eiZyfpk8lqQRANnCaF8ZidT79FkcpyU1)
09:02:51	4961/4961	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Feb%202022%2002:02:50%20GMT	http://www.karneltravelguide.somee.com/images/ui-icons_777777_256x240.html	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/images/ui-icons_777777_256x240.4f.delayed	(from http://www.karneltravelguide.somee.com/css?v=VUn2EfuWFw-6eiZyfpk8lqQRANnCaF8ZidT79FkcpyU1)
09:02:52	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22a9d3563ee6d51:0%22	http://www.karneltravelguide.somee.com/fonts/glyphicons-halflings-regular.eot	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/fonts/glyphicons-halflings-regular.eot	(from http://www.karneltravelguide.somee.com/css?v=VUn2EfuWFw-6eiZyfpk8lqQRANnCaF8ZidT79FkcpyU1)
09:02:53	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225936863ee6d51:0%22	http://www.karneltravelguide.somee.com/fonts/glyphicons-halflings-regulard41d.eot?	D:/prj/karnel-travel-guide/KarnelTravelGuide/www.karneltravelguide.somee.com/fonts/glyphicons-halflings-regulard41dd41d.eot	(from http://www.karneltravelguide.somee.com/css?v=VUn2EfuWFw-6eiZyfpk8lqQRANnCaF8ZidT79FkcpyU1)
